id_producing_plant,sku_code,approved_supplier,component,id_supplier,rounding_unit,moq,unit_cost,lead_time,umb,family,integration_id,execution_id,create_timestamp,last_updated_timestamp,record_key_hash
NI00,AA001014,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,AA001014~NI00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,a55aa8aa578278d9cbf6f232f9e28910c123a534cc47521be8a79bef72901844
RP04,BA021184,Givaudan,436106,100015087,10,10,90.52799999999999,90,UN,Concentrado,BA021184~RP04~436106,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,ff54b151e10b68f784fba85a9e8c6f7c3d1f6ed76e8168410d448e976c69678e
400000105,BA001471,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA001471~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,4a0c9cdbbf4aee882c3ed166d5801bcd8a1cf4c54023cc1876f426e6c855081a
400000105,BA017078,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA017078~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,d2d3eab30eaca28f237b5881f309b9450539700f1636e3b2e002cd74ac429bda
GP00,AA029006,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,AA029006~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,c8170faae4b1c5421725e071d09fbe6fbe83deffb13affc9ff0c3695823935b9
400000105,BA018688,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA018688~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,27f29c696792bbf62e1581ae989deb4f69cf6844b26b3911e9b1b8a61be23b16
400000105,BA020447,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA020447~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,6d4b935e7b556e6782a29275adb5338ef08db64c215e37dacf69115138b1d224
400000105,BA000784,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA000784~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,44b414de91a71b62b8e11206eafdae1b970472b6fca1056fc5f8604c5a3306ca
400000105,BA000879,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA000879~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,0ada7ad8e93a319797f71ddd6e88f45ff0f4fb3489ffbe5c5ab5e742e7c43781
400000105,BA018686,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA018686~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,3d27693ef0b8b59c6363ce8c278a8c833a66d9c9abfb2bffc34ff65d494ee688
GP00,AOP26005,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,AOP26005~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,bca5ccbec77ab7783ad0a6e3cc1256f0624d5dbbb4a5d5dafa3636a40302e643
GP00,BA013074,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,BA013074~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,72278cc66d3d4182e7efd3dfafe4b48b515da085217949e0613c998e78237a1d
400000105,BA000796,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA000796~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,bb4541817613004062916378670af7c96d280329313d75246f58a5743e6e98b7
400000105,BA011683,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA011683~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,59233f3ed98f0ed4fcc48562f9b242d704d2b3b5cf06c1e92738fbbbbefdcc8e
400000105,BA021506,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA021506~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,08047b04bb8e86620dd76efbf052c81a3f197187c8570b60a7a20ca123795ec9
400000105,GM24016,FISA,426213,100009700,10,10,526,90,UN,Concentrado,GM24016~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,2ba6aa4118ee173bd7889675ba0c07a45e13a4ba9811bcc378bfe4904623b289
400000105,BA013080,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA013080~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,18530d0a09f6ebfa3311c47708f8ff19f91deccb14e5ea6bf35cbe3841f8f14f
GP00,AA050014,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,AA050014~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,3a8509f840ac3ad71bd370235b5f8033714833bf5cdd08d52e22a75e0355c94e
GP00,AA685006,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,AA685006~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,5f32a8969737bf204b5b7dbe16a5d8a969092aef1d8e9a108b571f8cfa317d15
400000105,BA005211,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA005211~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,fc2a3e17f38c7c55cf5f459880a73bf6685b9b2a5fad7c2eff1536b2426558a1
SP00,AA059006,Grapette,420011,100010909,320,640,102.4,60,UN,Concentrado,AA059006~SP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,6eaa167a65d4a7da8985574342ddc8682a567b6190f7f79d59f2631fb118373b
GP00,F2250001,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,F2250001~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,31d8f538fe911520b3a674081b86217248e38f4f4f6f539abef10abc0928f04d
400000105,BA020430,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA020430~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,3ecada994395dd1d3a53915c2099595d0c7822a96e78ee81c2435cdd22ea2a25
GP00,BA006842,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,BA006842~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,6099bf4f0c70cd937036666bf3ada1e01ab89daca74045220ab5d436d31a01e5
J001,AA760392,Jamaica Exports (PCJ),600403,400000096,25,25,26,120,GLL,Concentrado,AA760392~J001~600403,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,02bc36a9772fdcfe063f6d807874b42198b6ee7fe856d2cf5c8b7f58fde5755c
RP04,BA021184,Givaudan,437098,100015087,10,10,215.79999999999998,90,UN,Concentrado,BA021184~RP04~437098,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,766e6dcc7f6ea27dcc9c8b870dda1a7e8417ffec8a566ce6322217aada34d288
400000105,BA000877,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA000877~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,1ecdd2f469447af5bf7c3a6deb361f1f6faa3586e0a180cf5da5da5315baa148
400000105,BA007497,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA007497~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,f370295c1324b7d3515397b5275fd8b3fd4a2c6aac433e8d302c185bfd9fc7e2
RP04,BA021184,Givaudan,436610,100015087,10,10,230.25000000000003,90,UN,Concentrado,BA021184~RP04~436610,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,4682577414425094cb4a5baacf085196722c5b4cf35dbb27b7514bfbad229763
400000105,BA005103,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA005103~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,c221e0217b538a98b78af407be96a959891dd5392c21a046979cdba268664e41
400000105,BA000786,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA000786~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,30c6d57ad2969e10eaecd25a7caef9e78f823baa0ea1ca29e21e2e6c4f8b2d1f
400000105,BA013129,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA013129~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,553781b45fc74b582446e9a852049fb36865a1c8b10741dd5f5d53db445128b6
J001,AA780392,Jamaica Exports (PCJ),600403,400000096,25,25,26,120,GLL,Concentrado,AA780392~J001~600403,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,717660b19b49fcdd3634ee283527df58d25793d6b43a2dea69c87dca8e9025b7
RP04,F2250002,Givaudan,437099,100015087,10,10,197.064,90,UN,Concentrado,F2250002~RP04~437099,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,12115acd034f6cf6e92db2634ab5fcec08836a9556a29595ba955b29d9d0887b
400000105,BA006724,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA006724~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,435ed57e8f10011855da6cabf891bfe7a22cd567c36034ad4ed4810b656c1070
RP04,BA014420,Givaudan,436105,100015087,10,10,26.24,90,UN,Concentrado,BA014420~RP04~436105,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,f8152be334e68fc3d03168681c1daa2ee5d990ddec3ff0de16f3adcc9664c18b
RP04,F2250002,Givaudan,437123,100015087,10,10,43.4,90,UN,Concentrado,F2250002~RP04~437123,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,caee4e3d96d0dd17f77048c0e36a5b89da3a17109663cd21939db6d379e96082
RP04,BA014420,Givaudan,436577,100015087,10,10,38.121,90,UN,Concentrado,BA014420~RP04~436577,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,8fcbfdb6d87b9044eb0a9830ef824b38ad267a446eadc3a72c05040b335c2bf6
400000105,BA002022,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA002022~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,63794eecdf897171ef2788eab958151de5fb0e54f529512f8971a8a97e50bd7c
RP04,F2250002,Givaudan,437124,100015087,10,10,81.344,90,UN,Concentrado,F2250002~RP04~437124,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,77a5e35e47d2521a56b9154b2f21310963b1fcb97d9d5bc0b01c318dcefe4750
400000105,BA023570,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA023570~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,6344a85e17f1c4fb563b20052e7c98de5a7a6f14fc800ea980b94a19ca3ced57
400000105,BA011680,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA011680~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,bebc96838df2de0c97c1f89a806531b2585f7ea68c24bb4c5ab22957fea856d8
400000105,BA001470,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA001470~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,e401bcb22dbf7589ab4b40d5846103f0d00a9e67909702f8225ec0957ad39065
400000105,BA020438,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA020438~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,8e530084682be018f32bd2019fe80e24c1f2f7c70c600557520efc619cc369c1
GP00,AA109006,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,AA109006~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,cb86cf09069cdec3263b87459237b501d2fa35889cf337f6657d162b06fa92e3
GP00,BA023164,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,BA023164~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,7adc46643cea40c20c48e1ebf0790d9f156c1d7a294ddd3222bc75f655656619
RP04,BA014420,Givaudan,436610,100015087,10,10,230.25000000000003,90,UN,Concentrado,BA014420~RP04~436610,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,eb1ac777b63bc646b7c68ccd446a8c38a4c1a0a25d5c31978d4f1c4a960f69ed
GP00,AA004006,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,AA004006~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,1daf3389c5d51da8104c2f93443e28902fec0c27d9f6a4d0e7faf068e5da6b8d
RP04,BA014420,Givaudan,436579,100015087,10,10,197.064,90,UN,Concentrado,BA014420~RP04~436579,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,350983264f1109d34865c378f355b0c68810a03dec1343aba7429917b9432256
400000105,BA019929,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA019929~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,61346ac9e1cce697d0b32c256a15afbdfaae8ecfa65b8724c40fd62f0871728d
400000105,BA011684,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA011684~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,0b568f7f9820c5abd839102a922551e51d1798ecb18dcd408edd7f8f116b8077
400000105,BA020436,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA020436~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,4f37e99841583a08d8c78a3ef18d304185dd25faaf0bfa02db41825fb9f79f34
400000105,BA013134,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA013134~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,b7ffaef4c9ed329e6b2692f5bea362935575f846a82cc5ef5f435f61743697fe
400000105,BA013133,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA013133~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,95aed41731bf61fbe0c41149c34fb0b68e49a9fc8c81d199b7caa4db4f154d58
400000105,BA000872,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA000872~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,458616b24d0466fc0294c071e1967510bbd2e0ce6306650428adb77068df42d8
400000105,BA020410,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA020410~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,01895f9ef5d355b8336c962a03b31928e8c5a5327aeaa0debe1ac7b4fe793a8e
DE01,BA000796,FISA,435022,100009700,25,25,14.91,120,KG,Concentrado,BA000796~DE01~435022,c0dbe1f7-55ec-4793-88d1-9aaa13f9fc2f,2026-02-12T10:32:17.516Z,2026-02-20T14:16:31.642Z,07d9de61626b23629ef235695791d082e1ecf171f66528f12ff233f0b0911777
100011123,BA018680,IFF,426242,100010034,25,25,37.91,120,KG,Concentrado,BA018680~100011123~426242,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-12T10:32:17.516Z,2026-02-25T12:15:16.319Z,ec70168792d7fcf58050ab47cc1ba7f4066666d6a8ecd55e4b946eda69df2fdd
DE01,BA000781,FISA,435021,100009700,25,25,5.69,120,KG,Concentrado,BA000781~DE01~435021,c0dbe1f7-55ec-4793-88d1-9aaa13f9fc2f,2026-02-12T10:32:17.516Z,2026-02-20T14:16:31.642Z,70b62254302dfe0c40079efa742aeb96998ffaa6e483544ce5b25e8739945417
DE01,BA000784,FISA,435020,100009700,25,25,9.45,120,KG,Concentrado,BA000784~DE01~435020,c0dbe1f7-55ec-4793-88d1-9aaa13f9fc2f,2026-02-12T10:32:17.516Z,2026-02-20T14:16:31.642Z,f55f2ca9f29e6d6eb3c09f2961c5af402824d3c1d96a01f1ddff78ce3c56c543
100011123,AA760601,IFF,426243,100010034,25,25,22.85,120,KG,Concentrado,AA760601~100011123~426243,c0dbe1f7-55ec-4793-88d1-9aaa13f9fc2f,2026-02-12T10:32:17.516Z,2026-02-20T14:16:31.642Z,a0d4aa0286b49f8cdc052effce013fa3cb30d763880a712da3731fdd5d059b2c
100011123,AA781391,IFF,426242,100010034,25,25,37.91,120,KG,Concentrado,AA781391~100011123~426242,c0dbe1f7-55ec-4793-88d1-9aaa13f9fc2f,2026-02-12T10:32:17.516Z,2026-02-20T14:16:31.642Z,34a0150fe74e8610a5c368fb06e706d8a92c0d4c2f001dbc317b53f123d97b23
